DATE S	RAD  T	MAX	TMIN  R	AIN  V	APO  W	IND		Razlika tmax-tmin
76123	10,2	13,8	5,4	0	10,8	1,2		8,4
76124	9,6	14,7	9,6	1,8	12,9	0,8		5,1
76125	16,8	18,4	10,4	4,9	12,4	2,4		8
76126	21,6	23,4	6,4	0	10,8	1,2		17
76127	23,4	26,2	5,3	0,1	11,2	1,2		20,9
76128	26,5	25,4	5,6	0	10,5	2,9		19,8
76129	22,1	25,5	6,4	0	11,3	1,2		19,1
76130	14,3	24,3	6,6	0	13,3	0,8		17,7
76131	16,2	24,3	11,9	3,4	13,9	2,4		12,4
76132	11,7	18,4	12	1,2	13,4	1,9		6,4
76133	22	21,7	7	0,5	9,8	1,2		14,7
76134	24,8	25,6	3,4	0	10,5	1,2		22,2
76135	14,9	20,7	6,6	0	10,6	1,9		14,1
76136	23,2	18,7	6,2	7,2	8,6	1,9		12,5
76137	24	22,5	3,4	0	8,7	1,2		19,1
76138	24,5	23,2	3,5	0	9,9	1,2		19,7
76139	21,3	23,7	4,6	0	10,2	1,9		19,1
76140	22,3	24,7	6,8	0	10,3	1,2		17,9
76141	20	26,6	7,5	0	11,1	1,2		19,1
76142	16,4	24,7	10,2	0	13,5	1,2		14,5
76143	10,3	14,7	11,4	1,7	12,9	1,2		3,3
76144	10,3	15,8	10,2	1	10,7	1,2		5,6
76145	10,3	13,1	10,2	2,1	13	1,2		2,9
76146	27,9	20,6	10,4	4	10,8	1,2		10,2
76147	23,2	25,1	4,4	0	11,8	1,2		20,7
76148	11,2	22,4	10,2	0	14,4	1,2		12,2
76149	10,4	14,7	10,1	2,8	12,5	1,2		4,6
76150	16,3	19,8	6,3	3,7	11	0,8		13,5
76151	18	23	6,1	0	10,6	1,2		16,9
76152	14,8	23,9	4,6	0	12	1,2		19,3
76153	18,7	21,2	7,7	6,1	11	2,4		13,5
76154	11,9	18,2	8,9	0,8	13,3	0,5		9,3
76155	10,8	15	9,7	15,2	9,9	2,9		5,3
76156	19,6	18	10,6	0	9,8	1,9		7,4
76157	10,5	13,2	7,7	0	11,5	0,8		5,5
76158	10,5	12,7	10,2	11,4	13	1,9		2,5
76159	11,7	16,8	8,6	27,8	12,9	1,2		8,2
76160	10,6	16,7	11,6	10,9	13,8	1,2		5,1
76161	18,3	22,6	9,5	0,3	14,2	1,2		13,1
76162	25,5	21,6	9,8	0	12,1	0,8		11,8
76163	24,6	23,6	6,4	0	11,1	1,2		17,2
76164	22,7	25	7,6	0	13,1	1,2		17,4
76165	23,2	25,4	10,5	0	13,1	0,5		14,9
76166	11,4	22,2	9,2	0	14,2	1,2		13
76167	24,5	24,8	8,7	0	13	1,2		16,1
76168	22,4	29,7	8,9	0	13,2	1,2		20,8
76169	10,6	14	11,2	1,8	12,2	0,8		2,8
76170	25,2	22,7	7,8	5,3	10,3	1,9		14,9
76171	23,8	26	6,7	0	12,9	1,2		19,3
76172	27,1	28,7	9,5	0	13,7	0,8		19,2
76173	22,4	29,6	12	0	17,7	1,9		17,6
76174	16,2	27,6	15,2	0	17,5	1,2		12,4
76175	23,6	28,1	15,3	0	15,7	1,9		12,8
76176	14,6	25,3	14,5	0	14,5	1,9		10,8
76177	19,5	25,1	9,4	0	14,2	1,9		15,7
76178	10,6	19,2	14,7	12,8	17,1	1,9		4,5
76179	10,6	20,4	15,6	15,3	17,1	1,2		4,8
76180	12,3	24,6	13,8	2,4	17,6	0,8		10,8
76181	19,9	26	16	7,6	17,5	0,8		10
76182	17,1	27,6	13,3	0,1	18,3	0,8		14,3
76183	16,6	26,1	16,3	19,5	18	1,2		9,8
76184	24,3	27,6	11,4	0	15,1	1,9		16,2
76185	26,8	27,1	10,2	0	13,3	1,2		16,9
76186	28,8	28,4	8,4	0	13,4	1,2		20
76187	23,9	30	11,4	0	16,6	0,8		18,6
76188	20	27	14	0	16,9	2,4		13
76189	14,8	25,7	12,7	0	15,8	2,4		13
76190	10,4	20,7	15,6	5,5	17,5	1,9		5,1
76191	25,7	26,6	15,3	0,3	16,1	1,2		11,3
76192	16	24,6	14,2	0	14,6	1,9		10,4
76193	17,3	23,3	12,6	1,4	14,2	0,8		10,7
76194	24,7	26,2	8,6	0	13,5	1,2		17,6
76195	25,1	28,1	11,7	0	15,9	0,5		16,4
76196	17,6	27,5	12,6	0	17,5	1,2		14,9
76197	14,9	26,6	14,1	0,1	17,2	1,9		12,5
76198	21,2	27,8	14,3	0	17,5	1,2		13,5
76199	23,3	28,4	14,4	0	15,8	1,2		14
76200	27,5	28,4	10,7	0	15,3	1,9		17,7
76201	26,8	30	10,2	0	15,9	1,2		19,8
76202	24,8	32,6	12,4	0	16,8	0,8		20,2
76203	12,8	27,1	17,3	2,2	20,4	1,9		9,8
76204	20	26,1	15,8	0,5	19,5	0,8		10,3
76205	16,1	25,8	16,7	1,4	18,2	1,2		9,1
76206	10	20,1	14,4	31,6	16,3	1,2		5,7
76207	13,4	23	15,6	5,6	18,2	0,8		7,4
76208	18,2	24,6	15,6	0	17,3	1,9		9
76209	15	26,4	15	1,6	17	1,9		11,4
76210	17,7	24,4	13,8	0,1	18	1,2		10,6
76211	14,7	21,3	13	24,2	13,1	1,9		8,3
76212	25,9	23	6,3	0	11,5	1,2		16,7
76213	22,5	27,3	9,2	0	14,9	1,2		18,1
76214	14,9	26,7	13,4	0	17,6	0,8		13,3
76215	12,1	19,7	13,3	6	13,1	1,2		6,4
76216	23,8	22,2	12	0	11,8	1,9		10,2
76217	22	24,1	8,6	0	13,5	0,5		15,5
76218	10,7	17	11,2	0	13,6	2,4		5,8
76219	11,2	16,8	10,1	5,1	12,5	0,8		6,7
76220	22,7	22,4	5,9	2,5	11,3	1,2		16,5
76221	16,7	22,3	7,5	0	12,5	1,2		14,8
76222	18,1	23,6	9	0,7	13,3	1,2		14,6
76223	12,5	22,8	12,7	0	16,6	0,8		10,1
76224	14	24,4	15	0,1	16,5	1,2		9,4
76225	21,7	25	14,4	4,8	15,1	1,2		10,6
76226	14,9	24,9	12,4	0	15,4	1,2		12,5
76227	17,3	24,2	14,1	7,7	16	1,9		10,1
76228	19,3	24,3	15,2	8,9	16,3	1,2		9,1
76229	14	25,4	13,5	0	17	1,2		11,9
76230	15,1	25	15,5	6,8	16,5	1,9		9,5
76231	13,1	22,6	13,3	3,2	16,5	0,1		9,3
76232	13,9	22,6	14,6	0	15	0,8		8
76233	18,9	22,6	12,5	0	14,8	1,2		10,1
76234	13,1	21,4	11	0	14,4	1,9		10,4
76235	9	18,8	12,9	7,7	12,9	0,8		5,9
76236	8,5	14,9	11,7	4,7	14,3	0,8		3,2
76237	15	21,7	12,4	2,1	14,1	0,5		9,3
76238	17,7	22,8	10,5	0	13,5	1,2		12,3
76239	15,5	22,1	9,9	0	13,8	0,8		12,2
76240	18,4	24,6	10	0,2	13,1	1,2		14,6
76241	18,1	26	9,9	0	14,7	0,5		16,1
76242	18,1	25,6	9,6	0	13,7	0,5		16
76243	8,1	22,6	10,9	0,2	16,5	0,5		11,7
76244	17,1	27,2	14	0,9	16,2	1,2		13,2
76245	14	26,1	13,4	12,8	17,1	1,2		12,7
76246	13,4	23,7	12,6	18,7	14,5	1,2		11,1
76247	14,4	24,8	11	0,9	14,8	0,5		13,8
76248	7,8	18,3	13,1	3,6	14,9	0,8		5,2
76249	7,7	14,6	10,2	16,1	11	2,4		4,4
76250	13,3	15,6	7	0,4	9	0,8		8,6
76251	16,2	17,6	6,1	0	9,5	1,9		11,5
76252	17	20,1	4,5	0	10	1,2		15,6
76253	15,4	22,6	6,7	0,1	12,1	0,5		15,9
76254	15,7	24	8,9	0,3	12,9	0,5		15,1
76255	12,7	24,6	7,8	0,1	13,5	1,9		16,8
76256	16,5	26,4	7,9	0,1	14,4	0,8		18,5
76257	16,2	27,7	11,6	0	14,4	1,2		16,1
76258	16,8	28,4	11,8	0,3	16,2	1,2		16,6
76259	8,6	21,9	12,6	0	16,7	0,8		9,3
76260	10,2	19,8	10,6	1,4	14,1	0,8		9,2
76261	16,4	21,9	6,8	0,3	11,7	1,9		15,1
76262	6,9	14,2	9,8	4,2	11,1	2,4		4,4
76263	6,8	13,3	10,5	9,7	13,1	1,2		2,8
76264	6,7	12,4	10,6	7,6	11,3	1,2		1,8
76265	6,7	13,7	10,3	0	12,3	0,5		3,4
76266	7,3	16,3	10,1	0	12,1	0,5		6,2
76267	6,5	16,3	8,4	0,9	11,3	1,2		7,9
76268	12,1	19,3	7,3	0,3	10,9	0,8		12
76269	13,5	23,5	7,7	0,1	11	1,2		15,8
76270	6,3	18,6	7	0	12,8	0,8		11,6
76271	13,4	24,4	11,7	0	14,1	0,8		12,7
76272	12,5	27,5	10,6	0,1	15,5	0,5		16,9
76273	8,6	26,2	11,6	0,2	16,9	0,5		14,6
76274	7,8	23	12,4	0,2	16,9	0,8		10,6
76275	13	25,8	12,2	0	15,6	0,8		13,6
76276	11,8	25,7	12,2	0,1	15,3	1,2		13,5
76277	11,6	26,7	11,7	0,1	15,9	0,5		15
76278	6,7	19,8	11,5	0	15,6	0,5		8,3
76279	10,8	25,1	11,4	0,5	14,2	2,4		13,7
76280	5,6	18,8	12,4	2,4	14,5	2,4		6,4
76281	5,6	18,4	13,2	0	14,4	0,8		5,2
76282	10,3	23,2	9,9	0,3	13,8	1,9		13,3
76283	11,3	24,8	9,7	0,2	12,7	0,8		15,1
76284	11,3	25	8	0,1	13,1	0,5		17
76285	10,2	24,9	10,1	0,2	13,2	1,2		14,8
76286	10,9	26	9,4	0,3	12,2	0,8		16,6
76287	10,8	25,2	7,4	0,2	12,3	0,8		17,8
76288	7,5	22,6	10	0	13,9	1,9		12,6
76289	6,9	22,6	13,9	15	15	0,8		8,7
76290	5	18	11,8	0	13,3	1,9		6,2
76291	4,9	12,4	3,1	0	8	2,9		9,3
76292	4,9	6,4	2,8	19,3	7,4	2,4		3,6
76293	4,8	6,2	3,2	0,1	6,6	1,2		3
76294	4,8	6,6	3	0	6,8	1,2		3,6
76295	4,7	6,4	3,4	1,2	7,3	2,4		3
76296	4,6	6,9	3,8	0	7,6	1,2		3,1
76297	8,8	11,5	0,7	0	6,6	1,2		10,8
76298	7,1	8,5	-0,6	0,2	6,3	1,9		9,1
76299	7	10,6	0,1	0	7,1	1,2		10,5
76300	5,9	9,4	-0,2	0,3	7	1,2		9,6
76301	5,5	10,2	1	0	7,1	0,8		9,2
76302	4,3	8,4	1,2	0,1	8,6	0,5		7,2
76303	6,7	16,4	4,7	0,3	10	0,5		11,7
76304	4,2	14,8	5,4	0,2	10,6	1,9		9,4
76305	5,1	20,6	8,4	4,7	10,4	3,7		12,2
76306	4,6	15,1	6,3	2,5	10,8	0,8		8,8
76307	4,4	15,3	6	0,8	10,8	0,8		9,3
76308	6,4	18,6	6,4	0	9,7	0,8		12,2
76309	4,3	18,4	3,7	0	9,6	2,4		14,7
76310	6,3	20,7	4,6	0	9,8	1,9		16,1
76311	5,1	18,1	4,8	0	10,5	1,2		13,3
76312	6,1	19,8	4,2	0	10	2,4		15,6
76313	4,8	16,8	6	0	10,9	1,2		10,8
76314	5,2	17,3	7,5	0,1	11,1	0,5		9,8
76315	7,3	19,9	4,2	0,2	9,1	0,8		15,7
76316	4,8	12,6	1,4	0,1	8,7	1,9		11,2
76317	4	11,4	1	0,1	8,9	0,5		10,4
76318	3,6	9,8	5	0,6	10,1	0,8		4,8
76319	4	12	3	5,2	9,2	1,2		9
76320	3,5	7,3	3	0	9	0,8		4,3
76321	4,3	10,6	5,6	1,8	8,4	0,8		5
76322	3,4	8,4	5,6	0	8,1	0,8		2,8
76323	3,4	6,6	3,2	2,6	7,8	1,2		3,4
76324	3,3	3,4	-0,1	19,7	6,2	0,5		3,5
76325	3,3	1,3	-0,2	15,9	6,2	0,1		1,5
76326	3,3	2,1	-0,4	9,6	6,6	0,5		2,5
76327	3,2	3,5	0,8	2	6,9	1,2		2,7
76328	5,8	5,6	-1,7	3,4	5,2	2,4		7,3
76329	3,4	2,1	-2	0	5	1,2		4,1
76330	4,3	2	-4,2	1,1	4,3	2,9		6,2
76331	7,5	2,8	-9,6	3,4	3,4	0,8		12,4
76332	7,2	6,8	-7,7	0	3,8	0,8		14,5
76333	3,5	2,5	-7,4	0	4,5	0,5		9,9
76334	3,5	2	-5,6	0,1	5	0,8		7,6
76335	3	0,2	-4,2	0	5,2	1,2		4,4
76336	3,9	5,2	-4	0	6,2	0,8		9,2
76337	6,8	17,8	1,2	0	8	6		16,6
76338	3,6	12	1	1	7,2	1,2		11
76339	3	5,2	-0,8	0	6,7	1,2		6
76340	5,6	12,8	2,3	1,3	6,3	3,7		10,5
76341	4,6	9,6	-1,9	0	6,1	1,2		11,5
76342	3,5	9,1	-4,3	0,4	6	1,9		13,4
76343	2,9	15,9	4,5	6,2	9	0,8		11,4
76344	3	6	0	2,5	7,1	0,5		6
76345	3,8	11,1	-1	0	6,9	0,8		12,1
76346	2,9	7,6	-0,4	8,1	5,9	1,2		8
76347	2,9	1,1	-2,1	1,7	4,5	1,9		3,2
76348	3,1	0,8	-4	0,4	4,6	1,9		4,8
76349	5,1	1	-7	0	4,1	0,8		8
76350	3,6	0	-4,5	0,1	4,6	1,2		4,5
76351	2,9	0	-4,4	0	4,9	0,8		4,4
76352	2,9	0,7	-2,9	0,8	5,7	0,5		3,6
76353	2,8	3,1	0,1	11,1	6,9	0,8		3
76354	2,8	2,7	1	0,3	7	0,5		1,7
76355	2,9	2,1	-0,2	0,3	6,5	0,5		2,3
76356	2,9	2,1	1,1	0	6,2	0,8		1
76357	2,9	2,1	0	0	6,1	0,8		2,1
76358	2,9	2,1	-0,8	0	4,9	1,2		2,9
76359	2,9	1,1	-2,4	0	4,5	1,2		3,5
76360	2,9	0,6	-6,6	0	4,6	0,8		7,2
76361	2,9	0,4	-4	0	4,4	1,9		4,4
76362	6,6	-1	-8,7	0,1	2,4	1,9		7,7
76363	7,9	0,4	-13,6	0	2,5	1,2		14
76364	2,9	-0,8	-5,6	0	4,2	0,8		4,8
76365	2,9	-0,5	-3,6	0,7	4,7	1,2		3,1
76366	5,8	3,6	-4,6	0,2	4,4	1,9		8,2
77001	3	-2	-7,7	0	4,2	1,2		5,7
77002	3	2,9	-6,4	0	4,5	0,8		9,3
77003	3	3,8	-4,4	0	5,1	1,2		8,2
77004	3	2,3	-1,4	0	4,7	2,4		3,7
77005	5,4	3,6	-7	0	3,7	0,8		10,6
77006	3,7	2,2	-7,3	0	4,3	1,2		9,5
77007	3,1	4	-0,7	0	5,6	0,8		4,7
77008	3,1	2,2	-3,3	3,3	5,7	0,8		5,5
77009	5,6	4,6	-7,9	0	4	0,8		12,5
77010	3,6	1,7	-7,4	0	4,1	0,8		9,1
77011	3,2	0,2	-7,6	0	4,4	1,2		7,8
77012	7,2	17,1	-1,7	0	7	4,4		18,8
77013	3,2	7,3	2,6	3,2	7,5	1,2		4,7
77014	5,4	5	-2,1	0	5,8	1,2		7,1
77015	3,3	1	-3,5	0	5,4	1,2		4,5
77016	3,3	3,3	0,4	6,1	6	1,2		2,9
77017	3,4	0,9	-1,4	4,4	4,8	2,9		2,3
77018	4	1,3	-11,4	4	3,9	1,9		12,7
77019	4,6	-4,7	-13,8	0,6	2,6	0,8		9,1
77020	4,7	-4,8	-14,8	0	2,9	1,2		10
77021	3,5	1,4	-5,4	0,7	4,9	0,8		6,8
77022	3,5	5,3	-1	0,4	5,8	0,5		6,3
77023	3,6	0,6	-3,3	0	5,2	0,8		3,9
77024	3,6	3,6	-1,2	0	6,6	0,8		4,8
77025	5,4	9,7	0	3,7	7,3	0,8		9,7
77026	3,7	5	-1,5	0	6,7	0,8		6,5
77027	4,7	12,3	3,1	10,6	8,4	1,2		9,2
77028	5	11	-0,2	1	7,3	0,8		11,2
77029	6,1	17,7	-0,1	0	7,7	3,7		17,8
77030	6,3	15,2	1,4	0,1	6,4	2,4		13,8
77031	6,8	11,2	-1,4	0	7	0,8		12,6
77032	4	8,2	2	0,4	7,9	1,2		6,2
77033	4	4,9	-0,1	1,8	6	1,2		5
77034	4,1	0,3	-1,4	2,3	4,6	2,4		1,7
77035	8,1	5,2	-2,1	0,8	4,8	1,2		7,3
77036	10,2	10,8	-4,2	0	5,1	1,2		15
77037	4,2	6,3	-0,6	0	6,9	0,8		6,9
77038	6,6	10	0,7	3,7	6,8	1,9		9,3
77039	6,3	15,6	-3,3	0,4	5,6	1,9		18,9
77040	4,4	9,1	2,9	0	8,1	1,9		6,2
77041	6,9	16,6	3,1	0,1	8,2	1,9		13,5
77042	5,6	15,8	2,4	0	8,4	1,2		13,4
77043	8,1	17,6	0,7	12,6	7,6	6		16,9
77044	4,6	14,3	2,8	0	6,8	1,9		11,5
77045	4,7	8,5	0,4	12,7	7,6	1,9		8,1
77046	10,1	12,6	0,4	18,1	6,9	2,4		12,2
77047	10,2	12,6	-0,9	0	6,4	1,9		13,5
77048	5,2	8,2	1,3	0,1	6,7	1,2		6,9
77049	9,3	13,4	-2	0	5,8	0,8		15,4
77050	11,4	16,7	-2,4	0	6,4	0,8		19,1
77051	13,1	17,6	-1,1	0	7,1	2,9		18,7
77052	5,5	17,4	0,1	0	7	4,4		17,3
77053	5,2	15,2	7,6	0	9,7	1,9		7,6
77054	12,6	21,8	6	0	8,1	6		15,8
77055	5,3	13	0,2	0	7,2	1,2		12,8
77056	5,5	20,8	4,7	0	7,1	4,4		16,1
77057	8,5	15,7	3,7	3,9	8,3	1,2		12
77058	5,5	7,4	3,1	7,6	7	0,8		4,3
77059	8,5	3,2	-3,1	8,3	4,4	5		6,3
77060	6,9	1,4	-4,4	1,8	4,1	2,9		5,8
77061	11,4	4	-1	0,8	4,7	0,8		5
77062	5,8	3,6	-3,4	0,2	6,1	0,8		7
77063	5,8	11,6	2,6	12,3	8,2	1,2		9
77064	6,8	10	2,4	4,2	7,1	1,9		7,6
77065	12,5	19,4	-1,6	0,8	6,2	2,9		21
77066	12,4	14,1	-1,5	0	5,9	1,9		15,6
77067	13,2	14,4	-3	0	6	0,8		17,4
77068	13,9	19,6	-2,6	0	5,7	0,1		22,2
77069	15,5	16,8	-0,4	0	6,6	1,9		17,2
77070	15,5	16,4	-2,6	0	6,1	1,9		19
77071	7,8	15,6	0	0	8	1,2		15,6
77072	6,5	13,6	4,4	1	9,3	2,4		9,2
77073	6,9	11,4	2,8	5,7	7,5	1,9		8,6
77074	8,3	10,2	-1,2	0	7,5	1,9		11,4
77075	15,5	13,8	0,2	0,4	6	2,9		13,6
77076	17,3	17,2	-2,7	0	4,3	1,9		19,9
77077	16,4	18,6	-2,6	0	6,6	1,9		21,2
77078	16,5	18,7	-1	0	7,3	1,9		19,7
77079	6,9	12,7	4,6	0	9,3	0,8		8,1
77080	7,1	16,3	5,8	0,5	9,9	1,2		10,5
77081	11,8	23,6	1,8	0,1	9,2	1,9		21,8
77082	17,8	27,4	1,6	0	7,9	1,9		25,8
77083	18,9	27,7	2,5	0	8,1	1,2		25,2
77084	13,3	22,2	3	0	9	1,2		19,2
77085	18,4	23	2,6	0	9,6	0,8		20,4
77086	18,5	24,8	2,6	0	8,3	0,8		22,2
77087	17	22,8	5,4	0	8	2,9		17,4
77088	9,8	19,8	7	0	8,6	2,4		12,8
77089	7,6	8,6	3,5	5	7,4	1,9		5,1
77090	7,7	8,2	3,6	6,3	8,5	2,4		4,6
77091	7,8	9,6	4,6	0,8	8,6	1,2		5
77092	7,8	11,9	6,4	5,3	10,7	0,8		5,5
77093	9	17	9,6	0,4	13,5	0,8		7,4
77094	10,9	16,1	6,6	0,2	11,4	1,2		9,5
77095	14,6	21,8	4,8	0	8,7	1,9		17
77096	20,9	13,6	1,8	6,6	6,6	2,4		11,8
77097	17,5	21,8	-0,8	0	7,7	0,8		22,6
77098	11,1	25,2	6,4	0	8,2	3,7		18,8
77099	16,5	22,4	9,4	0	7,5	9,4		13
77100	12,4	13,2	3,4	0	7,8	1,9		9,8
77101	15,6	8,4	2	1,9	4,8	3,7		6,4
77102	14,2	7,1	-3	0	5,1	2,4		10,1
77103	11,8	8,2	-1,4	0	5,7	2,9		9,6
77104	10,5	12	-1,3	0	7,5	1,2		13,3
77105	8,6	6,6	1	5,3	6,8	2,9		5,6
77106	8,7	7,4	0,6	19,8	6	6,7		6,8
77107	19,7	10,2	2,4	2,5	5,8	2,9		7,8
77108	23,5	16,9	-3,4	0	5,3	1,2		20,3
77109	22,2	19,8	-1	0	6,5	1,9		20,8
77110	8,9	10,4	4,8	0	8,4	1,9		5,6
77111	20,3	12,6	-1,6	0,6	5,7	1,9		14,2
77112	24,7	17,6	-2,1	0	6	1,9		19,7
77113	20,3	24,1	1,2	0	8,3	2,4		22,9
77114	15,7	23,7	7	0	10,4	1,9		16,7
77115	17,5	15,8	3,9	2,2	6,9	2,4		11,9
77116	16,5	14,3	1,2	0,8	7,4	1,2		13,1
77117	25,9	22,8	0,7	0	8,7	1,2		22,1
77118	16,3	23,2	3,8	0	10,9	1,9		19,4
77119	24,2	26,6	3,2	0	11,3	1,9		23,4
77120	24,7	25,2	3,1	0	11,1	2,4		22,1
77121	22	26	6,4	0	12,5	1,9		19,6
77122	21,1	26,8	8	0	13,3	2,9		18,8
77123	19,7	26,4	11,2	37,7	14,9	1,9		15,2
77124	22,4	26,8	8,2	0	12,9	2,4		18,6
77125	10,7	25,3	10	0	14,4	1,9		15,3
77126	15,7	20,2	12	7,1	15	1,9		8,2
77127	19,7	20,6	9,5	12,9	12,6	0,5		11,1
77128	13,1	16,3	9,8	5	11,1	1,9		6,5
77129	17,2	18,2	6,9	2,1	10	0,8		11,3
77130	11,7	15,2	8,9	5,9	11,3	1,9		6,3
77131	22,2	18,8	9,1	7	10,4	1,9		9,7
77132	23	21,6	4,8	0	10,1	1,2		16,8
77133	21,6	24,8	5,5	0	11,1	1,2		19,3
77134	14,2	21,9	7,3	0	10,4	2,4		14,6
77135	11,7	19,6	7,4	5,6	11,4	0,8		12,2
77136	14,8	19	11,4	3,7	13,8	0,8		7,6
77137	15,9	22,6	9,6	1,6	14,2	1,2		13
77138	12	23,5	10,2	0	16,1	1,2		13,3
77139	21,5	27,1	12,7	0	19,3	1,9		14,4
77140	15,4	29,6	15,2	0	19,8	1,2		14,4
77141	11	26,8	15,4	0,1	17,5	1,9		11,4
77142	20,3	25,2	12,5	0	16	2,4		12,7
77143	15,1	19,6	11,7	25,1	13,2	1,9		7,9
77144	14,4	18,6	11,6	4,7	11,3	1,9		7
77145	25,5	21,2	6	0	11,3	1,2		15,2
77146	17,2	22,2	7,2	0	10,9	1,9		15
77147	10,4	16,2	8,2	8,2	9,9	1,2		8
77148	10,4	11	7	9,6	9,8	0,8		4
77149	20,1	17,4	5,4	4,4	9,4	1,2		12
77150	24,5	22,1	4,5	0	9,9	1,9		17,6
77151	22,5	23,8	5,7	0	12,3	2,9		18,1
77152	10,5	14,2	9,9	2,5	9,4	2,9		4,3
77153	12,1	16,4	8,9	0	10,7	1,2		7,5
77154	12,3	17,2	9,1	4,4	11,3	0,8		8,1
77155	20,1	16,9	4,3	0	8,3	1,9		12,6
77156	23	19,7	3,3	0	9,6	1,2		16,4
77157	20,1	23,8	6,4	0	11,5	1,9		17,4
77158	19,3	24,2	8,4	0	12,5	1,2		15,8
77159	25,4	26,6	9,9	0	12,5	0,8		16,7
77160	27	28,7	8,6	0	14,1	1,2		20,1
77161	27,2	29,3	11	0	15,1	1,2		18,3
77162	26,9	29,8	11,1	0	16,9	0,8		18,7
77163	17,7	27	12,6	0	18	0,5		14,4
77164	18,4	28,2	14,6	2,2	19,4	0,8		13,6
77165	20,9	32	14,9	0	17,9	2,4		17,1
77166	23,7	29	11,5	0	15,3	1,2		17,5
77167	17,6	25,7	14,6	0	16,8	2,9		11,1
77168	12	22	13,9	56,7	16,3	1,2		8,1
77169	24,1	27,6	13,2	0	18	1,2		14,4
77170	26,1	30,6	15,6	0	17,1	1,9		15
77171	21,3	27,8	13,6	0,4	16,8	1,9		14,2
77172	21,9	27,6	14,3	0,1	17	1,9		13,3
77173	17,1	25,6	13,8	3,3	17,3	2,4		11,8
77174	14,6	21,5	12,4	36	15	1,9		9,1
77175	14,4	21,8	13,8	0,1	15,8	1,2		8
77176	21,3	24,8	12	0	13,9	1,9		12,8
77177	20,3	24,9	11,4	3	13,7	1,2		13,5
77178	13,2	22,2	14	4,2	16	1,2		8,2
77179	22,9	22,6	14,3	15,1	12,9	1,9		8,3
77180	24,7	25,4	9,3	0	12,4	1,2		16,1
77181	19,2	26,2	10,1	0	15,2	1,2		16,1
77182	10,8	20,8	15	7	15,4	2,4		5,8
77183	14,3	24,2	14,7	3,5	16,7	1,2		9,5
77184	22,3	26,6	11,4	0	15,8	1,2		15,2
77185	22,2	31,4	12,6	0	17,8	1,9		18,8
77186	16,5	26	17,2	0,6	17,7	1,2		8,8
77187	11,8	20	14,6	7,1	17,3	0,5		5,4
77188	25,2	27,7	12,6	1,4	15,9	2,4		15,1
77189	21,2	31,5	12,9	0	18,3	1,2		18,6
77190	27,8	32,8	13,8	0	18,1	0,8		19
77191	20	28,6	16,2	0	18	2,9		12,4
77192	11,4	22,7	13,2	18,2	15,7	1,2		9,5
77193	19,6	24,8	12,9	0,1	15,5	1,9		11,9
77194	25,1	27,6	10,3	0	14,5	0,8		17,3
77195	24,1	31,4	12,4	0	16,5	1,9		19
77196	17,7	28,3	12,7	0	16,8	1,9		15,6
77197	22,8	22,7	14,3	0,2	15	1,9		8,4
77198	14,7	24,2	12	0	18	1,2		12,2
77199	23,3	26,3	16	1,9	16,7	1,2		10,3
77200	23,3	28,6	12,4	0	15,6	1,2		16,2
77201	21,5	26,7	16,5	0	16,8	1,2		10,2
77202	21,3	31,2	13,3	0	16,5	1,9		17,9
77203	10	18,3	15,6	5,4	16,7	0,8		2,7
77204	10	16,7	13,8	15,5	15,4	0,5		2,9
77205	22,6	24,4	13,4	7,2	15,5	1,2		11
77206	22	28,4	12,5	0	18,5	1,2		15,9
77207	22,4	30,4	14,8	0	16,7	1,2		15,6
77208	9,9	18,8	15	0,8	15,6	0,8		3,8
77209	21,2	27	13,1	0	16,8	1,2		13,9
77210	22,4	27,7	13,6	0	16,3	1,2		14,1
77211	22,7	30	13,8	0	19,2	0,5		16,2
77212	21,6	34,6	16,7	0	17,4	1,9		17,9
77213	17,7	26,4	16,4	4,1	15,7	2,9		10
77214	15,7	22,4	14,6	0,1	14,1	1,9		7,8
77215	22,4	25,7	10	0	12,8	1,2		15,7
77216	23,6	27,6	10,6	0	14,3	1,2		17
77217	21,1	29,4	11,1	0	16,5	1,2		18,3
77218	9,7	23,7	16,7	1,5	17,8	0,5		7
77219	16,1	27,6	14,3	0	16,4	1,9		13,3
77220	18,5	28,6	15,2	0	17,4	2,4		13,4
77221	21,6	29,2	12	0	15,9	1,2		17,2
77222	17,9	29,8	14	0	17	1,2		15,8
77223	16,9	27,2	14,2	0	16,9	1,9		13
77224	17,7	25,6	15,7	7,6	18,3	1,2		9,9
77225	12,7	28,6	15,2	0	17,3	1,2		13,4
77226	14,2	26,8	13,8	0,7	16,5	2,9		13
77227	21,8	24,4	12,2	7,6	15,1	2,4		12,2
77228	20	25,2	11,4	0	14,6	0,8		13,8
77229	20,5	27,7	11,8	0	16,1	1,2		15,9
77230	19	32,6	13,5	0	18,5	1,9		19,1
77231	15,7	30,3	16,6	0	16	4,4		13,7
77232	21,3	28,1	13,5	4,7	14,6	1,9		14,6
77233	12,6	29,8	12,3	0	16,5	1,9		17,5
77234	13	23,6	14,1	1,6	17,9	0,8		9,5
77235	16,8	26,4	10,6	11,7	14,4	0,8		15,8
77236	8,5	16,3	12,7	7,6	13,1	1,2		3,6
77237	17,5	19,5	12	0,4	11,8	1,9		7,5
77238	19,6	22,8	7,1	0	11,7	1,2		15,7
