DATE S	RAD  T	MAX	TMIN  R	AIN  V	APO  W	IND		Razlika tmax-tmin
93177	15,5	18,5	5,4	0	10,1	0,5		13,1
93178	22,9	22,1	9	0,4	11,1	0,8		13,1
93179	11,8	24,5	9,5	0,6	12,7	1,2		15
93180	24,8	21,4	9,7	25,3	11,7	0,5		11,7
93181	22,7	25,9	8,9	0	12,2	0,5		17
93182	27,1	25,6	11,2	0	12,9	1,2		14,4
93183	28,5	27,2	7,8	0	12,5	0,8		19,4
93184	27,1	31	9,9	0	15,1	0,5		21,1
93185	27,3	31,8	12,5	0	15,2	0,5		19,3
93186	27,8	34,6	13	0	16,5	0,5		21,6
93187	14,7	33	14,7	0	17,1	2,4		18,3
93188	10,5	16,5	10,9	0,2	12	0,5		5,6
93189	17	21,3	9,7	11,1	12,3	0,8		11,6
93190	24,2	25,3	6,8	0	11,5	0,5		18,5
93191	27,7	29,7	8	0	14,2	1,2		21,7
93192	22,8	34,6	12,5	0	13,7	0,8		22,1
93193	11,8	23,4	13,6	0	15,1	0,8		9,8
93194	11,6	18	9,4	17,3	12,3	0,8		8,6
93195	21,2	20,1	8,6	8,3	11,9	0,8		11,5
93196	22,2	26,6	5,4	0	12	0,5		21,2
93197	26,7	29	13,3	0	15,3	0,1		15,7
93198	27	31,2	13,2	0	18,7	1,2		18
93199	26,7	33,5	14,2	0	20	1,2		19,3
93200	26,4	35	14,6	0	17,7	0,1		20,4
93201	26,9	36	16	0	17,1	1,2		20
93202	26,6	33	11	0	15,3	0,5		22
93203	10,1	22,6	15,1	5,6	16,5	1,2		7,5
93204	16,5	21	12,7	9,2	11,9	0,8		8,3
93205	24,4	26,5	7,9	0	13,3	1,2		18,6
93206	27,9	30,2	8,7	0	13,6	0,1		21,5
93207	25,7	30,9	10,5	0	15,2	1,2		20,4
93208	9,9	22,4	15,3	0	14,4	0,5		7,1
93209	23,1	29,8	11	0	14,9	0,8		18,8
93210	27,4	30,5	12	0	14,7	0,5		18,5
93211	27,4	32,4	12,9	0	15,8	0,1		19,5
93212	27	36,8	12,3	0	16,9	0,8		24,5
93213	21,6	28,1	18,1	0	17,1	0,8		10
93214	24	32	12,9	0	17,4	0,8		19,1
93215	18,9	33,5	18	0	19,4	0,1		15,5
93216	20,5	33	16,5	10,8	17,2	0,5		16,5
93217	23,6	33,6	14,8	0	17,9	0,5		18,8
93218	23,9	33,6	14	0	16,9	0		19,6
93219	21,3	28,4	18,3	0	16,4	0,8		10,1
93220	19,5	30,6	12,7	0	17	1,2		17,9
93221	11,7	27,2	15,8	2,2	17,1	0		11,4
93222	19,3	24,2	15,9	8,7	15,2	0,5		8,3
93223	18,4	23,2	14	1,6	14,1	1,2		9,2
93224	22,4	25,4	7,4	0,6	12,1	0,5		18
93225	25,2	30	6,8	0	11,1	0		23,2
93226	25,9	31	7,5	0	11,8	0,1		23,5
93227	26	31,6	9,3	0	12,4	0,8		22,3
93228	24,4	31,8	10,1	0	14,5	0,1		21,7
93229	25,1	32	10,4	0	12,9	0,1		21,6
93230	22,5	29,5	10,3	0	15,9	0,8		19,2
93231	22,3	27,9	12,4	0	12,8	0,5		15,5
93232	25	28,6	7,3	0	10,5	0,5		21,3
93233	24,1	29,6	7,1	0	12,7	0,1		22,5
93234	24,2	35	8,4	0	12	0,1		26,6
93235	24,1	35,9	9,6	0	13,6	0,1		26,3
93236	21,9	36,7	11,9	0	14,7	0,5		24,8
93237	20,2	35,1	11	0	13,6	0,5		24,1
93238	14,1	27,8	17,1	0	15,9	1,2		10,7
93239	19,1	26,8	15,9	4,8	17,4	1,2		10,9
93240	15,8	27	16,4	4,3	19,1	1,2		10,6
93241	8,2	16,4	11,9	2,4	12,9	0,5		4,5
93242	11,8	20,1	10,6	1,1	10,9	0,5		9,5
93243	9,4	20,4	5,5	0	10,8	0,8		14,9
93244	12,5	20,2	5,9	0	10,2	0,5		14,3
93245	10,2	17,3	8,4	3,6	10,1	0,5		8,9
93246	17,4	24,3	6	0	10,4	0,5		18,3
93247	8,7	21,8	5,6	0	12,4	0,1		16,2
93248	7,8	14,6	10,8	9,6	12,9	0,5		3,8
93249	11,8	17	7	11,8	8,4	0,8		10
93250	11,5	22,9	2,5	0	10,2	0,1		20,4
93251	15,9	27	6,4	0	13,1	0,1		20,6
93252	19,3	31	9,8	0	16,2	0,5		21,2
93253	12,4	31,6	12,6	0	15,4	0,5		19
93254	15,4	30	15,2	0	17,5	0,1		14,8
93255	12,9	23,2	13,8	51,5	13,2	0,8		9,4
93256	16,7	26,8	12	1,2	13,6	0,1		14,8
93257	16,3	31,4	9,2	0	13,4	0,1		22,2
93258	7,5	21	9,9	0	13,5	0,1		11,1
93259	16	25,4	11,5	8,6	13,6	0,8		13,9
93260	16,9	25,8	9	0	13,6	0,1		16,8
93261	12,8	26	12	0	13,9	0,8		14
93262	11,7	21,8	13,8	0	13	0,8		8
93263	14,3	22	10,7	0	12,1	0,5		11,3
93264	16,6	21,2	9,2	0	11,5	0,8		12
93265	14,5	22,7	6	0	11,1	0,1		16,7
93266	14,7	26	6,8	0	11,1	0		19,2
93267	13,7	27,9	5,5	0	11,2	0		22,4
93268	12,9	27,4	5,2	0	13,2	0,5		22,2
93269	13,3	25,5	13,6	0,2	13,2	0,5		11,9
93270	15,7	23,1	7,7	0	11,1	0,5		15,4
93271	10,1	23	6,4	0	11,5	0,1		16,6
93272	11,4	22,2	10,5	9,3	12,8	0		11,7
93273	6,1	17,8	7,5	3,6	9,7	0,1		10,3
93274	9,9	18,9	6	0	10,3	0,8		12,9
93275	10,2	22	8,2	0	13,2	1,9		13,8
93276	5,9	19,3	13,2	0	13,8	2,9		6,1
93277	5,8	15	11	6	13,3	0		4
93278	9,7	19	8,6	3,3	11,1	0,1		10,4
93279	9,5	20,5	7,2	0,7	11,8	0,1		13,3
93280	10,3	22,8	7,6	0	13,2	0,1		15,2
93281	10,7	26,9	10,6	0,2	13	0		16,3
93282	10,5	25,4	8,6	0	12,8	0,8		16,8
93283	11,9	22,8	6,2	0	10,1	0		16,6
93284	12,3	25,6	5,2	0	10,9	0		20,4
93285	12	27,4	5,5	0	11,3	0		21,9
93286	7,9	24,8	5,9	0	12	0,1		18,9
93287	5,2	21,6	6,2	0	13,9	0,1		15,4
93288	12	30,6	7,3	0	10,9	0,8		23,3
93289	9,7	25,2	8,4	0	9,8	0,1		16,8
93290	5	14,9	4,4	0	10,6	0,1		10,5
93291	12	23,8	9,8	0	13	1,2		14
93292	4,9	13	10,7	0	10,9	0,8		2,3
93293	4,8	14	9,2	0	10,3	0,1		4,8
93294	5,7	15,5	7,4	0	11,2	0,1		8,1
93295	5,1	20,3	7,3	0	12	0		13
93296	6,9	24,5	5,5	0	11,9	1,2		19
93297	11,8	22,8	7	0,1	9,2	0,5		15,8
93298	8,9	20,4	3	0	9,7	0,5		17,4
93299	4,5	10,7	8	0	10,3	0,5		2,7
93300	4,4	10,4	5,5	0	8,5	0,5		4,9
93301	8	12,4	-0,9	0	7	0,1		13,3
93302	8	14,4	-1	0	7,7	0,5		15,4
93303	5,7	11,7	0,4	0	7,3	0,5		11,3
93304	6,6	11,5	-1,8	0	6,5	0,5		13,3
93305	5,6	6,5	-1,9	0	5,9	0		8,4
93306	4,1	5,8	-1,8	0	5,9	0		7,6
93307	4	10,1	-0,5	3,5	8	0,1		10,6
93308	7,8	18	3,4	0	10,8	0,1		14,6
93309	3,9	12	9,3	3,5	12,2	0		2,7
93310	3,9	17,1	9,9	13,7	13,3	0,1		7,2
93311	3,9	19,6	5,6	0,4	10,8	0,1		14
93312	7,9	20,2	2,1	0	10,2	0		18,1
93313	3,8	14	7,8	5	10,5	0,1		6,2
93314	6,2	14,6	2,6	0,4	8,4	0,5		12
93315	3,7	7,4	0	0	5,6	1,9		7,4
93316	3,6	2,3	-1,8	0	4,9	1,9		4,1
93317	3,6	1,6	-2	0,1	4,7	0,8		3,6
93318	3,6	1,8	-2,4	7,3	5,3	0,8		4,2
93319	3,6	2	-2,1	0	5,6	0		4,1
93320	3,5	1,4	-0,5	25,6	5,6	0,8		1,9
93321	3,4	2	-0,5	6,2	5,8	0		2,5
93322	3,4	0,7	-2,5	1,1	4,4	0,8		3,2
93323	3,4	-2,1	-5,5	0,1	3,3	1,2		3,4
93324	3,3	-4	-6,6	0	3,6	0,1		2,6
93325	3,3	0,3	-6,5	3	4,1	0		6,8
93326	3,3	2,2	-1,9	0	5,3	0,1		4,1
93327	3,2	2,3	0,1	0	5,8	1,2		2,2
93328	3,2	0,8	-1,3	0	5	0,5		2,1
93329	3,2	-0,8	-2,4	0	3,9	1,2		1,6
93330	3,2	-2,4	-7,6	0	3,2	0,5		5,2
93331	3,1	-2	-8,4	0	3,3	0,1		6,4
93332	3,1	-1	-8,3	0	3,8	0,1		7,3
93333	3,1	0,7	-2,6	0	4,6	0,1		3,3
93334	3,1	0	-3,1	0	4,2	0,8		3,1
93335	4	-0,1	-8,1	0,1	3,4	0,5		8
93336	3	0,6	-8,1	0	4,2	0		8,7
93337	5,6	6,3	-2,9	0	4,6	0		9,2
93338	3	-0,8	-3,5	0	5	0		2,7
93339	3	-0,4	-3,5	0	4,9	0		3,1
93340	3	2,3	-2,9	0	6,3	0		5,2
93341	4,5	7,4	0,5	1,1	6,3	0		6,9
93342	2,9	3,5	0	0,4	6,3	0,5		3,5
93343	2,9	5,2	-1,5	6,8	6,1	0,5		6,7
93344	2,9	9,1	-1,3	0	6,9	0		10,4
93345	2,9	4,6	-0,3	0	6,3	0,5		4,9
93346	2,9	4,7	-1,5	12	5,7	0,5		6,2
93347	5,2	4,3	-5,4	0,1	4,7	0,1		9,7
93348	2,9	1,2	-5,7	0	4,8	0		6,9
93349	2,9	5,2	-0,5	0,7	6,4	0,1		5,7
93350	3,6	16,8	-0,6	0	7,7	4,4		17,4
93351	6,8	12,1	-1	8,7	6,3	1,9		13,1
93352	6,9	13,7	-2,3	0	6,1	0,1		16
93353	3,7	3,9	-3	0	5,6	0,1		6,9
93354	2,8	14,7	-3	0	7,1	1,9		17,7
93355	3,9	18,6	-0,9	0	7,7	0,5		19,5
93356	2,9	8	-1	0,5	6,9	1,9		9
93357	2,9	-0,8	-3	11	4,9	0		2,2
93358	4	4	-3	0	5,8	0,5		7
93359	4,2	11	1	13,2	6,2	2,4		10
93360	3,9	14,1	-2,8	0,8	6	2,4		16,9
93361	2,9	8,7	0,2	0,1	6,5	1,9		8,5
93362	2,9	2,5	-0,9	12,8	5,1	0,1		3,4
93363	2,9	-0,9	-3,4	0	4,6	0		2,5
93364	3,6	0	-5,4	0	4,2	0,1		5,4
93365	2,9	-1,8	-5	0	4,3	0,5		3,2
94001	2,9	-0,9	-5,5	0	4,6	0,1		4,6
94002	3	1,5	-1,7	4,3	5,9	0		3,2
94003	3,1	1,6	-1,9	0	5,7	0,5		3,5
94004	3,7	2,7	-3,4	0	5,1	0		6,1
94005	3	5,6	-1,5	0	6,4	0,5		7,1
94006	3	1,3	-2	11,2	5,5	0,5		3,3
94007	6,9	17	-3,7	0	6,7	0		20,7
94008	3,1	7,2	-1,5	0	6,7	0,1		8,7
94009	3,1	4,7	0,2	0,7	6,9	0,5		4,5
94010	3,7	9,7	2	3,2	8,2	0,1		7,7
94011	3,1	5,2	2	1,1	7,4	0		3,2
94012	3,2	4,6	1,2	0	7,4	0,1		3,4
94013	5	8,8	0,6	1	7,2	0,8		8,2
94014	3,2	2,2	-0,3	0,2	6,3	0,1		2,5
94015	3,3	2,7	-0,4	0	6,3	0,1		3,1
94016	3,3	3,8	-0,5	2,7	5,9	0		4,3
94017	4,5	5,4	0	0,8	6,5	0		5,4
94018	3,4	2,4	-0,3	0	6,1	1,2		2,7
94019	3,4	1,4	-0,9	6,7	5,5	0,5		2,3
94020	3,4	0,9	-1	0,7	5,7	0,1		1,9
94021	3,5	0,7	-1,6	10,4	5,3	1,2		2,3
94022	3,5	1,4	-3,3	9,7	5,1	0		4,7
94023	5,4	2,2	-6,5	0	4	0,1		8,7
94024	6,9	2,3	-8,6	0	3,8	0		10,9
94025	6,8	8,6	-5,4	0	5	0,1		14
94026	3,7	3,8	-4,6	0	5,9	0,1		8,4
94027	5,5	5,8	-2,4	5,8	5,1	1,2		8,2
94028	3,7	4,9	-6,4	0	4,7	0,1		11,3
94029	3,8	1,8	0	2	4,9	2,9		1,8
94030	4,5	2,3	-0,9	2	4,7	1,9		3,2
94031	6,5	5,6	-5,4	0	5,1	0,5		11
94032	6,7	9,8	-1,8	0	4,9	0,1		11,6
94033	7,2	11	-5,3	0	5	0		16,3
94034	7,4	10,4	-3,9	0	6	0,1		14,3
94035	8,8	16	-2,3	0	5,8	1,2		18,3
94036	9,3	15,1	-4,2	0	6,1	0		19,3
94037	5	10,8	0,4	0	6,6	1,2		10,4
94038	4,2	7,1	-0,4	0	6,9	0		7,5
94039	5,3	10,4	3,9	0	7,5	1,9		6,5
94040	4,3	6,2	2	0	6,3	0,5		4,2
94041	4,4	4,3	0,9	0	5,5	0,1		3,4
94042	4,5	2,3	0,4	0,8	6,1	0,5		1,9
94043	4,5	1,3	-1,3	0,3	5	1,2		2,6
94044	4,6	-1,1	-8,2	2	2,7	3,7		7,1
94045	4,6	-5,8	-10,4	1,2	2,4	2,9		4,6
94046	5,2	-4,3	-12,8	2,6	2,6	0,5		8,5
94047	4,7	-6,1	-13,8	0,2	2,9	0,8		7,7
94048	4,8	-1,9	-14,5	2,7	3,3	0		12,6
94049	4,9	-0,6	-4,5	10,7	4,7	0		3,9
94050	4,9	-0,5	-2,2	2	5	0,8		1,7
94051	6,6	3,6	-3,2	4,6	4,3	0,1		6,8
94052	5	3,9	-6,4	0,4	4,3	0,1		10,3
94053	9,2	7,2	-9,5	0	4,1	0		16,7
94054	10,5	10,2	-10,4	0	4,1	0		20,6
94055	7,8	12	-3,5	0	5,2	0		15,5
94056	5,3	5,7	1,1	0	6,3	0,5		4,6
94057	9,8	13,1	-1,5	0	6,3	0		14,6
94058	12,9	19,3	-3,6	0	6,1	0,5		22,9
94059	12,8	21,1	-3	0	6,1	0,1		24,1
94060	13,8	21,3	-2	0	6,6	0		23,3
94061	7	20	2,1	0	7,6	1,2		17,9
94062	5,7	9,9	3,3	4,3	8,3	1,2		6,6
94063	5,8	8,2	1,1	2,5	7,3	1,2		7,1
94064	5,8	6,4	2,6	3	6,2	0,1		3,8
94065	11,4	13,3	-2	0,2	6,1	0,5		15,3
94066	15,1	14,7	-0,4	0	5,7	0,5		15,1
94067	6	12	4,6	0	7,4	0,8		7,4
94068	11,6	13,9	3,3	0	6,5	0,1		10,6
94069	16,1	16,2	-3,5	0	5,7	0,1		19,7
94070	6,3	12,4	1,7	0	8	0,5		10,7
94071	13	17,8	1	0	7,9	0,5		16,8
94072	12	22	-1,5	0	7,7	0,5		23,5
94073	7,6	12	2,5	0	7,3	0,5		9,5
94074	16,4	21,8	-1,3	0	7,4	0,5		23,1
94075	6,6	16	-0,8	0	9,3	0		16,8
94076	11,8	16	1,6	17	7,5	0,8		14,4
94077	16	12	1,5	7,5	5,9	0,5		10,5
94078	13,6	18	-3,5	0	5,5	0,5		21,5
94079	10,6	17,8	0,1	0	7,2	1,2		17,7
94080	14,5	17,8	4,5	0	7,8	0,8		13,3
94081	8,3	14,3	1,4	0	7,6	1,2		12,9
94082	9,6	15,6	6,3	0	8,2	1,2		9,3
94083	16,9	24,2	0,7	0	7,8	0,8		23,5
94084	16,5	21,4	3,5	0	9,1	0,5		17,9
94085	16,7	24,8	2,5	0	8,8	2,4		22,3
94086	7,4	11	3,5	1,3	7,1	1,9		7,5
94087	14,3	10	-1,3	1	5,4	0,8		11,3
94088	19,6	13,2	-4	0	5,2	0,5		17,2
94089	19,5	18,2	-3,8	0	6,3	0,5		22
94090	19,7	22,4	-0,8	0	7,5	0,8		23,2
94091	20,3	25,4	1,9	0	7,3	0,8		23,5
94092	15,1	21	9,2	0	8	2,4		11,8
94093	17,2	14	2,8	0	6,8	1,2		11,2
94094	10,7	15,5	2,8	0	8,4	0,8		12,7
94095	8	12,9	6,4	0	9,5	1,2		6,5
94096	8	7,1	3,8	12,3	6,9	1,2		3,3
94097	8,1	10	4	1	5,9	1,2		6
94098	10,3	13,3	-2,2	0	7,2	0,8		15,5
94099	10,1	12,6	4,4	3,1	8,5	0,5		8,2
94100	8,3	15,4	2,5	0	7,8	0,1		12,9
94101	8,3	16,4	7,8	1,1	9,4	0,5		8,6
94102	8,4	11,3	5,7	3,2	9	0,5		5,6
94103	16,3	16,1	2,2	10,6	6,9	1,2		13,9
94104	16	18,4	0,4	0	6,7	0,8		18
94105	20,3	24	0,5	0	8,2	0,5		23,5
94106	11,6	20,5	3,9	0	10	1,9		16,6
94107	17,4	22,5	8,5	0,9	9	1,2		14
94108	15,8	19,7	6	0,8	8,7	2,4		13,7
94109	14,1	14	6,1	3,2	7,3	1,2		7,9
94110	8,9	9,1	0,5	0	8,2	0,5		8,6
94111	17,2	18,9	7,8	0	9,6	0,1		11,1
94112	9,6	16,8	5,6	0	9,8	0,5		11,2
94113	11,8	17,5	9,8	3,5	10,9	0,1		7,7
94114	18	21	5,6	0,7	10,2	0,8		15,4
94115	19,2	23,1	7,1	3,1	10,5	0,1		16
94116	15,6	23,3	8	0	10,5	1,2		15,3
94117	18,1	20,6	11,5	27,9	11,5	1,9		9,1
94118	9,9	16,7	8,7	1	11,8	0,8		8
94119	14	18,5	10	7,5	12,3	0,1		8,5
94120	14	21	9	5	11,5	0,8		12
94121	19,8	23,4	7,5	0,3	11,5	1,2		15,9
94122	9,5	15,7	9,5	2	8,6	1,9		6,2
94123	23,8	16,5	3,2	0	8,2	0,8		13,3
94124	24,9	20,1	0	0	7,5	0,5		20,1
94125	19,8	22,8	1,9	0	8,7	1,9		20,9
94126	9,7	14,6	9,4	8,6	11	1,2		5,2
94127	9,7	13,8	8,8	4,6	10,1	0,5		5
94128	13,6	14,5	5	0,4	8,8	0,5		9,5
94129	15	14,6	5	5,8	8,5	0,5		9,6
94130	19,6	19,1	2,9	0	8,9	0,8		16,2
94131	17,1	19,5	4,5	0	10,9	0,8		15
94132	15,4	19,7	10,2	9	11,9	0,8		9,5
94133	21,6	23	11	5,2	12,3	0,8		12
94134	16,9	24,5	10,2	0,6	13,7	0,8		14,3
94135	25,2	29	10,7	0	14,4	0,1		18,3
94136	27,4	28,9	9	0	12,4	0		19,9
94137	26,8	30,9	9,2	0	13,5	0,1		21,7
94138	16,8	30,8	8,4	0	14,9	1,2		22,4
94139	19,8	22,4	11,7	4,8	11	2,4		10,7
94140	20,2	25,1	9,3	0	12,1	0,5		15,8
94141	23,5	26,8	7,8	0	12,4	0,8		19
94142	27,8	28,3	10,1	0	14,4	1,2		18,2
94143	24,7	31,5	10	0	16,6	0,5		21,5
94144	18,5	31,5	13,6	0	16,9	0,1		17,9
94145	13,9	28,5	15,5	0	16,5	0,1		13
94146	20,2	27,1	13,9	0	17,4	0,5		13,2
94147	24,8	29,6	10,9	0	13,4	1,2		18,7
94148	26,4	24,6	10,6	5,3	10,6	0,5		14
94149	27,1	29,1	6,5	0	12,1	0,5		22,6
94150	21,9	24,2	10,7	0	15,6	1,2		13,5
94151	20,7	18,6	10,6	12,9	10,7	0,8		8
94152	26,1	23,7	4	0,3	10,1	0,1		19,7
94153	23,2	26,8	6,3	0	12	0,1		20,5
94154	24,5	31,3	8,8	0	15,9	0,1		22,5
94155	27,8	30	11,3	0	14,8	1,9		18,7
94156	10,8	18,4	12,2	0	14,8	0,1		6,2
94157	14,5	16,2	8,8	17,4	8,8	2,4		7,4
94158	21,5	18,3	8	2,4	9,3	1,2		10,3
94159	25,8	22,2	5,8	0	11,1	0,5		16,4
94160	25,2	27,2	6	0	12,9	0,1		21,2
94161	10,6	16,6	11,2	0	13,3	1,2		5,4
94162	10,6	15	11,6	1,6	13,2	0,8		3,4
94163	12,8	20,8	12,5	0	14,4	0,5		8,3
94164	13,1	21,2	14,2	2,3	15,4	0,5		7
94165	10,6	20,7	12	11,5	13,9	0,8		8,7
94166	17,6	20,9	12,2	36	12,4	0,5		8,7
94167	26,9	25	11,5	0	12,6	0,1		13,5
94168	16,9	25	10,5	0	14,5	0,1		14,5
94169	99,9	24,7	11	15,6	14,2	0,5		13,7
94170	24,6	30,1	11,3	0	16,9	0,5		18,8
94171	18,9	28,7	12	0	19	0,8		16,7
94172	16,4	24,2	16,8	1	16,3	1,2		7,4
94173	99,9	24,2	16,6	0	17	0,1		7,6
94174	99,9	28,1	12,8	0	17,3	0,1		15,3
94175	99,9	27,3	16,7	0,6	16,8	0,5		10,6
94176	22,4	29,1	12,6	0	17,7	0,5		16,5
94177	25,3	30,8	14,5	0	18,5	0,8		16,3
94178	24,2	32,4	15,5	0	21,2	0,8		16,9
94179	19,9	31,2	16,7	0	20,5	0,8		14,5
94180	17,6	31,2	16	0	19,7	0,8		15,2
94181	18,8	31,8	16,8	0	20,5	0,5		15
94182	12,5	26,4	17,5	7,6	18,6	0,8		8,9
94183	11,5	27,7	16,8	0	19,6	0,5		10,9
94184	21,7	28,7	16,8	10,2	17,7	0,1		11,9
94185	24	29,6	13,4	0	15,8	0,1		16,2
94186	25,9	30,4	13,1	0	16,8	0,8		17,3
94187	22,6	29,2	16,1	0	19,1	1,9		13,1
94188	18,9	29,8	14	0	17,1	0,5		15,8
94189	24,2	26,8	15,2	2	15,7	0,1		11,6
94190	10,4	19,4	14,3	0	15,6	0,5		5,1
94191	14,9	21,2	11,4	3,3	15,4	0,1		9,8
94192	10,4	18,9	13,8	2,3	16,8	0,1		5,1
94193	10,9	21,2	15,8	10,6	16,7	0,5		5,4
94194	10,3	25,4	15,7	10,4	19	0,5		9,7
94195	17,5	26,1	15,2	1,1	17,7	0,1		10,9
94196	17,5	25,9	14,6	2,6	17,8	0,5		11,3
94197	20,2	27,5	15,3	11,8	18,4	1,2		12,2
94198	23,4	29,1	14	0,3	19,2	0,5		15,1
94199	24,6	32,6	14,7	0	20,5	0,1		17,9
94200	19,2	31,4	16,4	0	20,9	0,1		15
94201	19,1	29	16,4	2,1	19,3	0,5		12,6
94202	12	26,7	17	0	21,7	0,5		9,7
94203	12,8	26,6	17,9	27,8	20,9	0,8		8,7
94204	16,1	26,9	15,5	0	18,6	0,5		11,4
94205	21,9	28	16,5	0	19,5	0,8		11,5
94206	23,6	29,3	15	0	17,5	0,8		14,3
94207	25,7	29	12	0	15,7	0,5		17
94208	26,7	29,8	12,1	0	15,8	1,2		17,7
94209	18,8	27	15,5	0	17,1	0		11,5
94210	20,9	28,5	14,1	0,1	17,4	0,8		14,4
94211	26,9	31	13	0	16,7	0,5		18
94212	26,3	31,7	15,2	0	19,8	0,1		16,5
94213	26,9	32	13,6	0	17	0,1		18,4
94214	24,2	32,5	12,7	0	17,9	0,1		19,8
94215	23,7	31,5	14,6	0	17	0,5		16,9
94216	20,6	32	15,2	0	19,2	0,5		16,8
94217	21,2	30,5	16,1	5,4	18,8	1,2		14,4
94218	20,6	29,2	15	0	19	0,5		14,2
94219	23	29,7	11,6	0	14,5	0,5		18,1
94220	24	31,8	10	0	15,5	0,1		21,8
94221	21,8	33,5	12,5	0	17,5	0,5		21
94222	23,6	36	15,8	0	21,3	0,5		20,2
94223	23,5	38,5	15,5	0	16,9	0,8		23
94224	18,5	32,8	14,3	0	18	1,2		18,5
94225	21,7	30,2	17,3	1,3	18,3	0,1		12,9
94226	17,7	25,3	12,4	0	17,1	1,9		12,9
94227	10	24,2	13,1	2,8	18,7	0,1		11,1
94228	20	26,5	10,7	0,2	13,3	0,5		15,8
94229	23,1	29,5	6,4	0	11,8	0,1		23,1
94230	12,6	30,9	10,8	0	15,7	0,8		20,1
94231	22,2	25	10,7	7,1	12,1	1,2		14,3
94232	24,5	30,7	6,1	0	13,5	0,1		24,6
94233	24,5	30,8	10,4	0	16	0,5		20,4
94234	22,6	34,1	12,3	0	18,6	0,5		21,8
94235	18,7	27,6	16,6	16,8	19,5	0,1		11
94236	18,4	31,8	14,4	0	18,8	0,8		17,4
94237	13	32,1	14,8	0	19,6	0,5		17,3
94238	9,3	21	15,6	6	16,5	0,8		5,4
94239	16,4	22,3	15,5	0	14,1	0,8		6,8
94240	22,5	26,3	11	0	13,6	0		15,3
94241	20,2	29,4	8	0	14,5	0,5		21,4
94242	18,8	29,8	10,7	0	18,5	0,5		19,1
94243	17,6	32,6	15	0	17,3	0,1		17,6
94244	17,1	34	14	0	16,1	0,8		20
94245	13,9	30,2	12,7	18,9	19	0,1		17,5
94246	14,1	30	12,8	6,2	18,8	0,5		17,2
94247	18,5	21,8	16,5	17,5	17,3	0,1		5,3
94248	11,7	24,4	15	4	17,1	0,1		9,4
94249	18,3	25,8	14,1	1	16,5	0,1		11,7
94250	17	29,7	13	0	17,6	0,1		16,7
94251	13,2	29,8	14	0	17,7	0,1		15,8
94252	16,7	30,9	15	0	17	0,1		15,9
94253	18,4	27,2	15,1	0	18,3	0,8		12,1
94254	15	27,6	16,8	0	19,2	0,1		10,8
94255	16,1	30,6	13	0	16,4	0		17,6
94256	16,9	31,8	13	0	16,2	0,1		18,8
94257	18,4	33,5	9	0	14,1	0,1		24,5
94258	7,1	19,4	13,5	0	17,4	0,1		5,9
94259	18,6	27	9	3,8	12,4	0,1		18
94260	12,1	26,8	10,1	0	14,2	0,5		16,7
94261	10,6	20,8	12,9	2,5	14	0,8		7,9
94262	6,9	13,8	10,6	0	12,4	0		3,2
94263	10,3	18,5	10,4	4,5	13,2	0,1		8,1
94264	15,1	23,3	10,6	3,2	12,1	0,5		12,7
94265	15,2	26,5	6,5	0	12,2	0		20
94266	14,7	27,9	8,4	0	13,2	0		19,5
94267	14,9	28,8	10	0	14	0		18,8
94268	13,7	31	11,8	0	16	0		19,2
94269	13	31,1	11,6	0	15,1	0,5		19,5
94270	14,5	31,9	11,2	0	15,9	0		20,7
94271	12,2	28	12,5	0	16,8	0,8		15,5
94272	10	23,9	15,2	1,6	15,7	0		8,7
94273	10,4	26,5	11,9	0	15,5	0,1		14,6
94274	8,1	26,8	11,5	0	16,2	0,5		15,3
94275	9,8	26,4	10	0	15,3	0,1		16,4
94276	8	28,4	13	0	14,9	0,8		15,4
94277	5,8	21,7	13,1	0	16,1	0,8		8,6
94278	5,8	13,6	7,5	18,6	9,3	0,8		6,1
94279	5,7	9,2	5,5	5,5	7,9	0,1		3,7
94280	7,3	8,6	3,6	4,6	7,2	0,5		5
94281	7,9	11,5	5,8	0	8,9	0,8		5,7
94282	7,4	10,5	6,1	0	8,7	0,8		4,4
94283	10,3	14,4	2,2	0	7,6	0,1		12,2
94284	10,9	17,1	0,4	0	7,8	0		16,7
94285	10	17	1,4	0	8	0,1		15,6
94286	9,1	16,3	0,5	0	7,7	0		15,8
94287	9,3	17,5	2,3	0	8,6	0		15,2
94288	8,4	17	3	0	8,8	0		14
94289	8,2	16,3	3,3	0	8,8	0,1		13
94290	5,6	16,4	5	0	10,1	0,5		11,4
94291	9,2	13	2,9	0	7	0,1		10,1
94292	7,9	10,8	-1	0	6,4	0,1		11,8
94293	6,9	13,4	-0,7	0	7,6	0,5		14,1
94294	4,8	9,3	5,9	0	8,1	2,9		3,4
94295	4,7	10,2	3,6	0	7	1,2		6,6
94296	10,6	17,1	0,8	0	8,3	0		16,3
94297	8	19,6	5	0	10,8	0,5		14,6
94298	6	14,8	4,6	7,2	9,9	0,8		10,2
94299	6,4	15,7	3,5	0	9,7	0		12,2
94300	8,3	19,1	3	0	10	0,8		16,1
94301	7,1	18,6	4,6	0	11,2	0,1		14
94302	5,1	25	8,1	0	12,2	1,2		16,9
94303	8,2	16,6	7,3	29,6	11	0,5		9,3
94304	7	18,7	5,7	0	9,6	0,1		13
94305	7,8	21,1	4,4	0	10	0,8		16,7
